-- window 计算触发的条件
000001,1461756862000
000001,1461756866000
000001,1461756872000
000001,1461756873000
000001,1461756874000
000001,1461756876000
000001,1461756877000

-- watermark + window 处理乱序事件
000001,1461756879000
000001,1461756871000

000001,1461756883000

-- 延迟数据的处理
-- 丢弃(默认情况)
000001,1461756870000
000001,1461756883000

000001,1461756870000
000001,1461756871000
000001,1461756872000

-- allowedLateness 指定允许数据延迟的时间
000001,1461756870000
000001,1461756883000

000001,1461756870000
000001,1461756871000
000001,1461756872000

000001,1461756884000

000001,1461756870000
000001,1461756871000
000001,1461756872000

000001,1461756885000

000001,1461756870000
000001,1461756871000
000001,1461756872000

-- sideOutputLateData 收集迟到的数据
000001,1461756870000
000001,1461756883000

000001,1461756870000
000001,1461756871000
000001,1461756872000

-- 多并行度下的 watermark
000001,1461756870000
000001,1461756883000
000001,1461756888000

